microbe,metabolite,edge_type
Roseburia intestinalis L1-82,Sucrose,consumption
Roseburia intestinalis L1-82,L-threonine,consumption
Roseburia intestinalis L1-82,thiosulfate(2-),consumption
Roseburia intestinalis L1-82,tetradecanoate (n-C14:0),consumption
Roseburia intestinalis L1-82,L-tyrosine,consumption
Roseburia intestinalis L1-82,uracil,consumption
Roseburia intestinalis L1-82,Urea,consumption
Roseburia intestinalis L1-82,L-valine,consumption
Bacteroides finegoldii DSM 17565,"(S)-propane-1,2-diol",consumption
Bacteroides finegoldii DSM 17565,2-Oxobutanoate,consumption
Bacteroides finegoldii DSM 17565,N-acetyl-D-glucosamine,consumption
Bacteroides finegoldii DSM 17565,acetate,consumption
Bacteroides finegoldii DSM 17565,Adenosine,consumption
Bacteroides finegoldii DSM 17565,Adenosylcobalamin,consumption
Bacteroides finegoldii DSM 17565,L-alanine,consumption
Bacteroides finegoldii DSM 17565,L-arabinose,consumption
Bacteroides finegoldii DSM 17565,L-argininium(1+),consumption
Bacteroides finegoldii DSM 17565,L-asparagine,consumption
Bacteroides finegoldii DSM 17565,Biotin,consumption
Bacteroides finegoldii DSM 17565,cellobiose,consumption
Bacteroides finegoldii DSM 17565,Cytidine,consumption
Bacteroides finegoldii DSM 17565,laurate,consumption
Bacteroides finegoldii DSM 17565,Citrate,consumption
Bacteroides finegoldii DSM 17565,Formate,consumption
Bacteroides finegoldii DSM 17565,galactitol,consumption
Bacteroides finegoldii DSM 17565,D-Galacturonate,consumption
Bacteroides finegoldii DSM 17565,D-glucose,consumption
Bacteroides finegoldii DSM 17565,D-glucuronate,consumption
Bacteroides finegoldii DSM 17565,glycine betaine,consumption
Bacteroides finegoldii DSM 17565,Guanosine,consumption
Bacteroides finegoldii DSM 17565,Hydrogen,consumption
Bacteroides finegoldii DSM 17565,Hexadecanoate (n-C16:0),consumption
Bacteroides finegoldii DSM 17565,Inosine,consumption
Bacteroides finegoldii DSM 17565,"Isobutyrate, 2-Methylpropanoate",consumption
Bacteroides finegoldii DSM 17565,"Isovalerate, 3-Methylbutanoate",consumption
Bacteroides finegoldii DSM 17565,Lactose,consumption
Bacteroides finegoldii DSM 17565,L-leucine,consumption
Bacteroides finegoldii DSM 17565,L-lysinium(1+),consumption
Bacteroides finegoldii DSM 17565,Maltose,consumption
Bacteroides finegoldii DSM 17565,D-Mannose,consumption
Bacteroides finegoldii DSM 17565,L-methionine,consumption
Bacteroides finegoldii DSM 17565,Nicotinate,consumption
Bacteroides finegoldii DSM 17565,Ammonium,consumption
Bacteroides finegoldii DSM 17565,octadecanoate (n-C18:0),consumption
Bacteroides finegoldii DSM 17565,propionate,consumption
Bacteroides finegoldii DSM 17565,L-proline,consumption
Bacteroides finegoldii DSM 17565,Putrescine,consumption
Bacteroides finegoldii DSM 17565,Pyridoxal,consumption
Bacteroides finegoldii DSM 17565,Raffinose,consumption
Bacteroides finegoldii DSM 17565,L-Rhamnose,consumption
Bacteroides finegoldii DSM 17565,Serine,consumption
Bacteroides finegoldii DSM 17565,sulfate,consumption
Bacteroides finegoldii DSM 17565,Spermidine,consumption
Bacteroides finegoldii DSM 17565,Stachyose,consumption
Bacteroides finegoldii DSM 17565,Succinate,consumption
Bacteroides finegoldii DSM 17565,Sucrose,consumption
Bacteroides finegoldii DSM 17565,L-threonine,consumption
Bacteroides finegoldii DSM 17565,Thymidine,consumption
Bacteroides finegoldii DSM 17565,Trehalose,consumption
Bacteroides finegoldii DSM 17565,tetradecanoate (n-C14:0),consumption
Bacteroides finegoldii DSM 17565,Urea,consumption
Bacteroides finegoldii DSM 17565,Uridine,consumption
Bacteroides finegoldii DSM 17565,L-valine,consumption
Bacteroides finegoldii DSM 17565,Xanthine,consumption
Bacteroides uniformis ATCC 8492,acetate,consumption
Bacteroides uniformis ATCC 8492,Adenosine,consumption
Bacteroides uniformis ATCC 8492,Adenosylcobalamin,consumption
Bacteroides uniformis ATCC 8492,L-alanine,consumption
Bacteroides uniformis ATCC 8492,D-glucose,consumption
Bacteroides uniformis ATCC 8492,L-arabinose,consumption
Bacteroides uniformis ATCC 8492,L-argininium(1+),consumption
Bacteroides uniformis ATCC 8492,L-asparagine,consumption
Bacteroides uniformis ATCC 8492,Biotin,consumption
Bacteroides uniformis ATCC 8492,cellobiose,consumption
Bacteroides uniformis ATCC 8492,L-cysteine,consumption
Bacteroides uniformis ATCC 8492,Cytidine,consumption
Bacteroides uniformis ATCC 8492,laurate,consumption
Bacteroides uniformis ATCC 8492,Citrate,consumption
Bacteroides uniformis ATCC 8492,Formate,consumption
Bacteroides uniformis ATCC 8492,D-Fructose,consumption
Bacteroides uniformis ATCC 8492,L-fucose,consumption
Bacteroides uniformis ATCC 8492,D-Galactose,consumption
Bacteroides uniformis ATCC 8492,galactitol,consumption
Bacteroides uniformis ATCC 8492,D-Galacturonate,consumption
Bacteroides uniformis ATCC 8492,D-glucuronate,consumption
Bacteroides uniformis ATCC 8492,Glycine,consumption
Bacteroides uniformis ATCC 8492,Guanosine,consumption
Bacteroides uniformis ATCC 8492,Hydrogen,consumption
Bacteroides uniformis ATCC 8492,Hexadecanoate (n-C16:0),consumption
Bacteroides uniformis ATCC 8492,Indole,consumption
Bacteroides uniformis ATCC 8492,Inosine,consumption
Bacteroides uniformis ATCC 8492,"Isobutyrate, 2-Methylpropanoate",consumption
Bacteroides uniformis ATCC 8492,"Isovalerate, 3-Methylbutanoate",consumption
Bacteroides uniformis ATCC 8492,Lactose,consumption
Bacteroides uniformis ATCC 8492,L-leucine,consumption
Bacteroides uniformis ATCC 8492,L-lysinium(1+),consumption
Bacteroides uniformis ATCC 8492,Maltose,consumption
Bacteroides uniformis ATCC 8492,D-Mannose,consumption
Bacteroides uniformis ATCC 8492,Melibiose,consumption
Bacteroides uniformis ATCC 8492,L-methionine,consumption
Bacteroides uniformis ATCC 8492,Nicotinate,consumption
Bacteroides uniformis ATCC 8492,Ammonium,consumption
Bacteroides uniformis ATCC 8492,Nitrite,consumption
Bacteroides uniformis ATCC 8492,octadecanoate (n-C18:0),consumption
Bacteroides uniformis ATCC 8492,phenylacetate,consumption
Bacteroides uniformis ATCC 8492,Phenylalanine,consumption
Bacteroides uniformis ATCC 8492,propionate,consumption
Bacteroides uniformis ATCC 8492,Putrescine,consumption
Bacteroides uniformis ATCC 8492,Pyridoxal,consumption
Bacteroides uniformis ATCC 8492,Raffinose,consumption
Bacteroides uniformis ATCC 8492,L-Rhamnose,consumption
Bacteroides uniformis ATCC 8492,Serine,consumption
Bacteroides uniformis ATCC 8492,sulfate,consumption
Bacteroides uniformis ATCC 8492,Spermidine,consumption
Bacteroides uniformis ATCC 8492,Stachyose,consumption
Bacteroides uniformis ATCC 8492,Succinate,consumption
Bacteroides uniformis ATCC 8492,Sucrose,consumption
Bacteroides uniformis ATCC 8492,L-threonine,consumption
Bacteroides uniformis ATCC 8492,Thymidine,consumption
Bacteroides uniformis ATCC 8492,Trehalose,consumption
Bacteroides uniformis ATCC 8492,L-tryptophan,consumption
Bacteroides uniformis ATCC 8492,tetradecanoate (n-C14:0),consumption
Bacteroides uniformis ATCC 8492,Urea,consumption
Bacteroides uniformis ATCC 8492,Uridine,consumption
Bacteroides uniformis ATCC 8492,L-valine,consumption
Bacteroides thetaiotaomicron VPI-5482,"(S)-propane-1,2-diol",consumption
Bacteroides thetaiotaomicron VPI-5482,2-Oxobutanoate,consumption
Bacteroides thetaiotaomicron VPI-5482,N-acetyl-D-galactosamine,consumption
Bacteroides thetaiotaomicron VPI-5482,N-acetyl-D-glucosamine,consumption
Bacteroides thetaiotaomicron VPI-5482,N-acetylneuraminate,consumption
Bacteroides thetaiotaomicron VPI-5482,acetate,consumption
Bacteroides thetaiotaomicron VPI-5482,Adenosine,consumption
Bacteroides thetaiotaomicron VPI-5482,Adenosylcobalamin,consumption
Bacteroides thetaiotaomicron VPI-5482,D-glucose,consumption
Bacteroides thetaiotaomicron VPI-5482,Maltose,consumption
Bacteroides thetaiotaomicron VPI-5482,L-arabinose,consumption
Bacteroides thetaiotaomicron VPI-5482,D-Galacturonate,consumption
Bacteroides thetaiotaomicron VPI-5482,L-Rhamnose,consumption
Bacteroides thetaiotaomicron VPI-5482,D-Galactose,consumption
Bacteroides thetaiotaomicron VPI-5482,D-glucuronate,consumption
Bacteroides thetaiotaomicron VPI-5482,L-argininium(1+),consumption
Bacteroides thetaiotaomicron VPI-5482,sulfate,consumption
Bacteroides thetaiotaomicron VPI-5482,L-asparagine,consumption
Bacteroides thetaiotaomicron VPI-5482,Biotin,consumption
Bacteroides thetaiotaomicron VPI-5482,Cytidine,consumption
Bacteroides thetaiotaomicron VPI-5482,laurate,consumption
Bacteroides thetaiotaomicron VPI-5482,Citrate,consumption
Bacteroides thetaiotaomicron VPI-5482,Formate,consumption
Bacteroides thetaiotaomicron VPI-5482,D-Fructose,consumption
Bacteroides thetaiotaomicron VPI-5482,L-fucose,consumption
Bacteroides thetaiotaomicron VPI-5482,galactitol,consumption
Bacteroides thetaiotaomicron VPI-5482,D-Glucosamine,consumption
Bacteroides thetaiotaomicron VPI-5482,L-glutamate(1-),consumption
Bacteroides thetaiotaomicron VPI-5482,glycine betaine,consumption
Bacteroides thetaiotaomicron VPI-5482,Guanosine,consumption
Bacteroides thetaiotaomicron VPI-5482,Hydrogen,consumption
Bacteroides thetaiotaomicron VPI-5482,Hydrogen sulfide,consumption
Bacteroides thetaiotaomicron VPI-5482,Hexadecanoate (n-C16:0),consumption
Bacteroides thetaiotaomicron VPI-5482,L-iduronate,consumption
Bacteroides thetaiotaomicron VPI-5482,indole-3-acetate,consumption
Bacteroides thetaiotaomicron VPI-5482,Indole,consumption
Bacteroides thetaiotaomicron VPI-5482,Inosine,consumption
Bacteroides thetaiotaomicron VPI-5482,"Isobutyrate, 2-Methylpropanoate",consumption
Bacteroides thetaiotaomicron VPI-5482,"Isovalerate, 3-Methylbutanoate",consumption
Bacteroides thetaiotaomicron VPI-5482,Lactose,consumption
Bacteroides thetaiotaomicron VPI-5482,L-leucine,consumption
Bacteroides thetaiotaomicron VPI-5482,L-lysinium(1+),consumption
Bacteroides thetaiotaomicron VPI-5482,D-Mannose,consumption
Bacteroides thetaiotaomicron VPI-5482,Melibiose,consumption
Bacteroides thetaiotaomicron VPI-5482,methanol,consumption
Bacteroides thetaiotaomicron VPI-5482,Nicotinate,consumption
Bacteroides thetaiotaomicron VPI-5482,Ammonium,consumption
Bacteroides thetaiotaomicron VPI-5482,Nitrite,consumption
Bacteroides thetaiotaomicron VPI-5482,octadecanoate (n-C18:0),consumption
Bacteroides thetaiotaomicron VPI-5482,phenylacetate,consumption
Bacteroides thetaiotaomicron VPI-5482,Phenylalanine,consumption
Bacteroides thetaiotaomicron VPI-5482,propionate,consumption
Bacteroides thetaiotaomicron VPI-5482,L-proline,consumption
Bacteroides thetaiotaomicron VPI-5482,Putrescine,consumption
Bacteroides thetaiotaomicron VPI-5482,Pyridoxal,consumption
Bacteroides thetaiotaomicron VPI-5482,Raffinose,consumption
Bacteroides thetaiotaomicron VPI-5482,D-ribose,consumption
Bacteroides thetaiotaomicron VPI-5482,Serine,consumption
Bacteroides thetaiotaomicron VPI-5482,Spermidine,consumption
Bacteroides thetaiotaomicron VPI-5482,Stachyose,consumption
Bacteroides thetaiotaomicron VPI-5482,Succinate,consumption
Bacteroides thetaiotaomicron VPI-5482,Sucrose,consumption
Bacteroides thetaiotaomicron VPI-5482,L-threonine,consumption
Bacteroides thetaiotaomicron VPI-5482,Thymidine,consumption
Bacteroides thetaiotaomicron VPI-5482,Trehalose,consumption
Bacteroides thetaiotaomicron VPI-5482,L-tryptophan,consumption
Bacteroides thetaiotaomicron VPI-5482,tetradecanoate (n-C14:0),consumption
Bacteroides thetaiotaomicron VPI-5482,uracil,consumption
Bacteroides thetaiotaomicron VPI-5482,Uridine,consumption
Bacteroides thetaiotaomicron VPI-5482,L-valine,consumption
Bacteroides thetaiotaomicron VPI-5482,Xanthine,consumption
Coprococcus eutactus ATCC 27759,acetaldehyde,consumption
Coprococcus eutactus ATCC 27759,acetate,consumption
Coprococcus eutactus ATCC 27759,Adenosylcobalamin,consumption
Coprococcus eutactus ATCC 27759,L-alanine,consumption
Coprococcus eutactus ATCC 27759,L-arabinose,consumption
Coprococcus eutactus ATCC 27759,L-argininium(1+),consumption
Coprococcus eutactus ATCC 27759,L-asparagine,consumption
Coprococcus eutactus ATCC 27759,L-aspartate(1-),consumption
Coprococcus eutactus ATCC 27759,Biotin,consumption
Coprococcus eutactus ATCC 27759,butyrate,consumption
Coprococcus eutactus ATCC 27759,cellobiose,consumption
Coprococcus eutactus ATCC 27759,L-cysteine,consumption
Coprococcus eutactus ATCC 27759,Riboflavin,consumption
Coprococcus eutactus ATCC 27759,ethanol,consumption
Coprococcus eutactus ATCC 27759,Formate,consumption
Coprococcus eutactus ATCC 27759,D-Fructose,consumption
Coprococcus eutactus ATCC 27759,D-Galactose,consumption
Coprococcus eutactus ATCC 27759,D-glucose,consumption
Coprococcus eutactus ATCC 27759,L-glutamine,consumption
Coprococcus eutactus ATCC 27759,L-glutamate(1-),consumption
Coprococcus eutactus ATCC 27759,Glycine,consumption
Coprococcus eutactus ATCC 27759,L-histidine,consumption
Coprococcus eutactus ATCC 27759,L-isoleucine,consumption
Coprococcus eutactus ATCC 27759,Lactose,consumption
Coprococcus eutactus ATCC 27759,L-leucine,consumption
Coprococcus eutactus ATCC 27759,L-lysinium(1+),consumption
Coprococcus eutactus ATCC 27759,Maltose,consumption
Coprococcus eutactus ATCC 27759,D-Mannose,consumption
Coprococcus eutactus ATCC 27759,Melibiose,consumption
Coprococcus eutactus ATCC 27759,L-methionine,consumption
Coprococcus eutactus ATCC 27759,Nicotinate,consumption
Coprococcus eutactus ATCC 27759,Ammonium,consumption
Coprococcus eutactus ATCC 27759,Phenylalanine,consumption
Coprococcus eutactus ATCC 27759,propionate,consumption
Coprococcus eutactus ATCC 27759,L-proline,consumption
Coprococcus eutactus ATCC 27759,Putrescine,consumption
Coprococcus eutactus ATCC 27759,Pyridoxal,consumption
Coprococcus eutactus ATCC 27759,Raffinose,consumption
Coprococcus eutactus ATCC 27759,D-ribose,consumption
Coprococcus eutactus ATCC 27759,sulfate,consumption
Coprococcus eutactus ATCC 27759,Spermidine,consumption
Coprococcus eutactus ATCC 27759,Stachyose,consumption
Coprococcus eutactus ATCC 27759,Sucrose,consumption
Coprococcus eutactus ATCC 27759,Taurine,consumption
Coprococcus eutactus ATCC 27759,L-threonine,consumption
Coprococcus eutactus ATCC 27759,thiosulfate(2-),consumption
Coprococcus eutactus ATCC 27759,L-tyrosine,consumption
Coprococcus eutactus ATCC 27759,uracil,consumption
Coprococcus eutactus ATCC 27759,Urea,consumption
Coprococcus eutactus ATCC 27759,L-valine,consumption
Coprococcus eutactus ATCC 27759,Xanthine,consumption
Oxalobacter formigenes HOxBLS,acetate,consumption
Oxalobacter formigenes HOxBLS,Adenosylcobalamin,consumption
Oxalobacter formigenes HOxBLS,L-alanine,consumption
Oxalobacter formigenes HOxBLS,L-argininium(1+),consumption
Oxalobacter formigenes HOxBLS,L-asparagine,consumption
Oxalobacter formigenes HOxBLS,L-aspartate(1-),consumption
Oxalobacter formigenes HOxBLS,Biotin,consumption
Oxalobacter formigenes HOxBLS,L-cysteine,consumption
Oxalobacter formigenes HOxBLS,Formate,consumption
Oxalobacter formigenes HOxBLS,L-glutamine,consumption
Oxalobacter formigenes HOxBLS,L-glutamate(1-),consumption
Oxalobacter formigenes HOxBLS,Glycine,consumption
Oxalobacter formigenes HOxBLS,Hydrogen sulfide,consumption
Oxalobacter formigenes HOxBLS,L-histidine,consumption
Oxalobacter formigenes HOxBLS,L-leucine,consumption
Oxalobacter formigenes HOxBLS,L-lysinium(1+),consumption
Oxalobacter formigenes HOxBLS,L-methionine,consumption
Oxalobacter formigenes HOxBLS,Nicotinate,consumption
Oxalobacter formigenes HOxBLS,Ammonium,consumption
Oxalobacter formigenes HOxBLS,oxalate(2-),consumption
Oxalobacter formigenes HOxBLS,Phenylalanine,consumption
Oxalobacter formigenes HOxBLS,L-proline,consumption
Oxalobacter formigenes HOxBLS,Pyridoxal,consumption
Oxalobacter formigenes HOxBLS,Serine,consumption
Oxalobacter formigenes HOxBLS,sulfate,consumption
Oxalobacter formigenes HOxBLS,L-threonine,consumption
Oxalobacter formigenes HOxBLS,L-tyrosine,consumption
Oxalobacter formigenes HOxBLS,Urea,consumption
Eubacterium hallii L2-7,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",consumption
Eubacterium hallii L2-7,"Propane-1,3-diol",consumption
Eubacterium hallii L2-7,2-Oxobutanoate,consumption
Eubacterium hallii L2-7,N-acetyl-D-glucosamine,consumption
Eubacterium hallii L2-7,acetate,consumption
Eubacterium hallii L2-7,Adenine,consumption
Eubacterium hallii L2-7,L-alanine,consumption
Eubacterium hallii L2-7,L-arabinose,consumption
Eubacterium hallii L2-7,L-asparagine,consumption
Eubacterium hallii L2-7,L-aspartate(1-),consumption
Eubacterium hallii L2-7,Biotin,consumption
Eubacterium hallii L2-7,butanol,consumption
Eubacterium hallii L2-7,butyrate,consumption
Eubacterium hallii L2-7,cytosine,consumption
Eubacterium hallii L2-7,L-cysteine,consumption
Eubacterium hallii L2-7,Cytidine,consumption
Eubacterium hallii L2-7,Folate,consumption
Eubacterium hallii L2-7,Formate,consumption
Eubacterium hallii L2-7,D-Fructose,consumption
Eubacterium hallii L2-7,D-Galactose,consumption
Eubacterium hallii L2-7,galactitol,consumption
Eubacterium hallii L2-7,D-Glucosamine,consumption
Eubacterium hallii L2-7,D-glucose,consumption
Eubacterium hallii L2-7,L-glutamine,consumption
Eubacterium hallii L2-7,L-glutamate(1-),consumption
Eubacterium hallii L2-7,Glycine,consumption
Eubacterium hallii L2-7,Glycerol,consumption
Eubacterium hallii L2-7,Guanine,consumption
Eubacterium hallii L2-7,Hydrogen,consumption
Eubacterium hallii L2-7,L-histidine,consumption
Eubacterium hallii L2-7,L-isoleucine,consumption
Eubacterium hallii L2-7,L-leucine,consumption
Eubacterium hallii L2-7,L-lysinium(1+),consumption
Eubacterium hallii L2-7,Maltose,consumption
Eubacterium hallii L2-7,D-Mannose,consumption
Eubacterium hallii L2-7,Melibiose,consumption
Eubacterium hallii L2-7,L-methionine,consumption
Eubacterium hallii L2-7,D-Mannitol,consumption
Eubacterium hallii L2-7,Menaquinone 8,consumption
Eubacterium hallii L2-7,Nicotinate,consumption
Eubacterium hallii L2-7,Ammonium,consumption
