microbe,metabolite,edge_type
Prevotella salivae DSM 15606,Hexadecanoate (n-C16:0),production
Prevotella salivae DSM 15606,L-histidine,production
Prevotella salivae DSM 15606,Inosine,production
Prevotella salivae DSM 15606,"Isovalerate, 3-Methylbutanoate",production
Prevotella salivae DSM 15606,Lactose,production
Prevotella salivae DSM 15606,L-leucine,production
Prevotella salivae DSM 15606,L-lysinium(1+),production
Prevotella salivae DSM 15606,Maltose,production
Prevotella salivae DSM 15606,D-Mannose,production
Prevotella salivae DSM 15606,L-methionine,production
Prevotella salivae DSM 15606,Nicotinate,production
Prevotella salivae DSM 15606,Ammonium,production
Prevotella salivae DSM 15606,Nitrite,production
Prevotella salivae DSM 15606,octadecanoate (n-C18:0),production
Prevotella salivae DSM 15606,propionate,production
Prevotella salivae DSM 15606,L-proline,production
Prevotella salivae DSM 15606,Pyridoxal,production
Prevotella salivae DSM 15606,Raffinose,production
Prevotella salivae DSM 15606,Riboflavin,production
Prevotella salivae DSM 15606,Serine,production
Prevotella salivae DSM 15606,sulfate,production
Prevotella salivae DSM 15606,Succinate,production
Prevotella salivae DSM 15606,Sucrose,production
Prevotella salivae DSM 15606,L-threonine,production
Prevotella salivae DSM 15606,Thymidine,production
Prevotella salivae DSM 15606,L-tryptophan,production
Prevotella salivae DSM 15606,tetradecanoate (n-C14:0),production
Prevotella salivae DSM 15606,uracil,production
Prevotella salivae DSM 15606,Urea,production
Prevotella salivae DSM 15606,Uridine,production
Acidaminococcus fermentans DSM 20731,2-Oxobutanoate,production
Acidaminococcus fermentans DSM 20731,acetaldehyde,production
Acidaminococcus fermentans DSM 20731,N-acetyl-D-glucosamine,production
Acidaminococcus fermentans DSM 20731,acetate,production
Acidaminococcus fermentans DSM 20731,Adenine,production
Acidaminococcus fermentans DSM 20731,Adenosylcobalamin,production
Acidaminococcus fermentans DSM 20731,2-Oxoglutarate,production
Acidaminococcus fermentans DSM 20731,L-alanine,production
Acidaminococcus fermentans DSM 20731,L-argininium(1+),production
Acidaminococcus fermentans DSM 20731,L-aspartate(1-),production
Acidaminococcus fermentans DSM 20731,Biotin,production
Acidaminococcus fermentans DSM 20731,butyrate,production
Acidaminococcus fermentans DSM 20731,cytosine,production
Acidaminococcus fermentans DSM 20731,L-cysteine,production
Acidaminococcus fermentans DSM 20731,Cytidine,production
Acidaminococcus fermentans DSM 20731,Citrate,production
Acidaminococcus fermentans DSM 20731,Formate,production
Acidaminococcus fermentans DSM 20731,D-Fructose,production
Acidaminococcus fermentans DSM 20731,D-Glucosamine,production
Acidaminococcus fermentans DSM 20731,D-glucose,production
Acidaminococcus fermentans DSM 20731,L-glutamine,production
Acidaminococcus fermentans DSM 20731,L-glutamate(1-),production
Acidaminococcus fermentans DSM 20731,glycine betaine,production
Acidaminococcus fermentans DSM 20731,Glycerol,production
Acidaminococcus fermentans DSM 20731,Guanine,production
Acidaminococcus fermentans DSM 20731,Hydrogen,production
Acidaminococcus fermentans DSM 20731,L-isoleucine,production
Acidaminococcus fermentans DSM 20731,Inosine,production
Acidaminococcus fermentans DSM 20731,L-leucine,production
Acidaminococcus fermentans DSM 20731,L-lysinium(1+),production
Acidaminococcus fermentans DSM 20731,(S)-malate(2-),production
Acidaminococcus fermentans DSM 20731,Maltose,production
Acidaminococcus fermentans DSM 20731,D-Mannose,production
Acidaminococcus fermentans DSM 20731,L-methionine,production
Acidaminococcus fermentans DSM 20731,D-Mannitol,production
Acidaminococcus fermentans DSM 20731,Menaquinone 8,production
Acidaminococcus fermentans DSM 20731,Nicotinate,production
Acidaminococcus fermentans DSM 20731,Ammonium,production
Acidaminococcus fermentans DSM 20731,octadecanoate (n-C18:0),production
Acidaminococcus fermentans DSM 20731,Ornithine,production
Acidaminococcus fermentans DSM 20731,Phenylalanine,production
Acidaminococcus fermentans DSM 20731,propionate,production
Acidaminococcus fermentans DSM 20731,L-proline,production
Acidaminococcus fermentans DSM 20731,Pyridoxal,production
Acidaminococcus fermentans DSM 20731,Riboflavin,production
Acidaminococcus fermentans DSM 20731,Serine,production
Acidaminococcus fermentans DSM 20731,sulfate,production
Acidaminococcus fermentans DSM 20731,Spermidine,production
Acidaminococcus fermentans DSM 20731,Succinate,production
Acidaminococcus fermentans DSM 20731,Sucrose,production
Acidaminococcus fermentans DSM 20731,Thiamin,production
Acidaminococcus fermentans DSM 20731,Thymidine,production
Acidaminococcus fermentans DSM 20731,Trehalose,production
Acidaminococcus fermentans DSM 20731,tetradecanoate (n-C14:0),production
Acidaminococcus fermentans DSM 20731,L-tyrosine,production
Acidaminococcus fermentans DSM 20731,uracil,production
Acidaminococcus fermentans DSM 20731,Uridine,production
Acidaminococcus fermentans DSM 20731,L-valine,production
Acidaminococcus fermentans DSM 20731,Xanthine,production
Ruminococcus bromii L2-63,acetaldehyde,production
Ruminococcus bromii L2-63,acetate,production
Ruminococcus bromii L2-63,L-alanine,production
Ruminococcus bromii L2-63,D-glucose,production
Ruminococcus bromii L2-63,Maltose,production
Ruminococcus bromii L2-63,L-arabinose,production
Ruminococcus bromii L2-63,L-aspartate(1-),production
Ruminococcus bromii L2-63,Biotin,production
Ruminococcus bromii L2-63,L-cysteine,production
Ruminococcus bromii L2-63,Riboflavin,production
Ruminococcus bromii L2-63,ethanol,production
Ruminococcus bromii L2-63,Formate,production
Ruminococcus bromii L2-63,D-Fructose,production
Ruminococcus bromii L2-63,D-Galactose,production
Ruminococcus bromii L2-63,L-glutamate(1-),production
Ruminococcus bromii L2-63,Glycine,production
Ruminococcus bromii L2-63,Hydrogen sulfide,production
Ruminococcus bromii L2-63,Hexadecanoate (n-C16:0),production
Ruminococcus bromii L2-63,L-histidine,production
Ruminococcus bromii L2-63,L-lysinium(1+),production
Ruminococcus bromii L2-63,Melibiose,production
Ruminococcus bromii L2-63,L-methionine,production
Ruminococcus bromii L2-63,Nicotinate,production
Ruminococcus bromii L2-63,Ammonium,production
Ruminococcus bromii L2-63,octadecanoate (n-C18:0),production
Ruminococcus bromii L2-63,L-proline,production
Ruminococcus bromii L2-63,Putrescine,production
Ruminococcus bromii L2-63,Pyridoxal,production
Ruminococcus bromii L2-63,sulfate,production
Ruminococcus bromii L2-63,Spermidine,production
Ruminococcus bromii L2-63,Succinate,production
Ruminococcus bromii L2-63,L-threonine,production
Ruminococcus bromii L2-63,Thymidine,production
Ruminococcus bromii L2-63,tetradecanoate (n-C14:0),production
Ruminococcus bromii L2-63,uracil,production
Ruminococcus bromii L2-63,Urea,production
Akkermansia muciniphila ATCC BAA-835,2-Oxobutanoate,production
Akkermansia muciniphila ATCC BAA-835,acetaldehyde,production
Akkermansia muciniphila ATCC BAA-835,N-acetyl-D-galactosamine,production
Akkermansia muciniphila ATCC BAA-835,N-acetyl-D-glucosamine,production
Akkermansia muciniphila ATCC BAA-835,N-acetylneuraminate,production
Akkermansia muciniphila ATCC BAA-835,acetate,production
Akkermansia muciniphila ATCC BAA-835,Adenine,production
Akkermansia muciniphila ATCC BAA-835,Adenosine,production
Akkermansia muciniphila ATCC BAA-835,L-alanine,production
Akkermansia muciniphila ATCC BAA-835,L-asparagine,production
Akkermansia muciniphila ATCC BAA-835,L-aspartate(1-),production
Akkermansia muciniphila ATCC BAA-835,Biotin,production
Akkermansia muciniphila ATCC BAA-835,cytosine,production
Akkermansia muciniphila ATCC BAA-835,L-cysteine,production
Akkermansia muciniphila ATCC BAA-835,Cytidine,production
Akkermansia muciniphila ATCC BAA-835,laurate,production
Akkermansia muciniphila ATCC BAA-835,ethanol,production
Akkermansia muciniphila ATCC BAA-835,Formate,production
Akkermansia muciniphila ATCC BAA-835,D-Fructose,production
Akkermansia muciniphila ATCC BAA-835,D-Galactose,production
Akkermansia muciniphila ATCC BAA-835,D-Glucosamine,production
Akkermansia muciniphila ATCC BAA-835,D-glucose,production
Akkermansia muciniphila ATCC BAA-835,L-glutamine,production
Akkermansia muciniphila ATCC BAA-835,L-glutamate(1-),production
Akkermansia muciniphila ATCC BAA-835,Glycine,production
Akkermansia muciniphila ATCC BAA-835,Glycerol,production
Akkermansia muciniphila ATCC BAA-835,Hydrogen,production
Akkermansia muciniphila ATCC BAA-835,Hydrogen sulfide,production
Akkermansia muciniphila ATCC BAA-835,Hexadecanoate (n-C16:0),production
Akkermansia muciniphila ATCC BAA-835,L-histidine,production
Akkermansia muciniphila ATCC BAA-835,indole-3-acetate,production
Akkermansia muciniphila ATCC BAA-835,Indole,production
Akkermansia muciniphila ATCC BAA-835,Inosine,production
Akkermansia muciniphila ATCC BAA-835,L-leucine,production
Akkermansia muciniphila ATCC BAA-835,L-lysinium(1+),production
Akkermansia muciniphila ATCC BAA-835,Maltose,production
Akkermansia muciniphila ATCC BAA-835,D-Mannose,production
Akkermansia muciniphila ATCC BAA-835,L-methionine,production
Akkermansia muciniphila ATCC BAA-835,D-Mannitol,production
Akkermansia muciniphila ATCC BAA-835,Menaquinone 8,production
Akkermansia muciniphila ATCC BAA-835,Nicotinate,production
Akkermansia muciniphila ATCC BAA-835,Ammonium,production
Akkermansia muciniphila ATCC BAA-835,octadecanoate (n-C18:0),production
Akkermansia muciniphila ATCC BAA-835,Ornithine,production
Akkermansia muciniphila ATCC BAA-835,Phenylalanine,production
Akkermansia muciniphila ATCC BAA-835,propionate,production
Akkermansia muciniphila ATCC BAA-835,L-proline,production
Akkermansia muciniphila ATCC BAA-835,Serine,production
Akkermansia muciniphila ATCC BAA-835,sulfate,production
Akkermansia muciniphila ATCC BAA-835,Spermidine,production
Akkermansia muciniphila ATCC BAA-835,Succinate,production
Akkermansia muciniphila ATCC BAA-835,Sucrose,production
Akkermansia muciniphila ATCC BAA-835,Thiamin,production
Akkermansia muciniphila ATCC BAA-835,L-threonine,production
Akkermansia muciniphila ATCC BAA-835,Thymidine,production
Akkermansia muciniphila ATCC BAA-835,Trehalose,production
Akkermansia muciniphila ATCC BAA-835,tetradecanoate (n-C14:0),production
Akkermansia muciniphila ATCC BAA-835,L-tyrosine,production
Akkermansia muciniphila ATCC BAA-835,uracil,production
Akkermansia muciniphila ATCC BAA-835,Uridine,production
Parabacteroides johnsonii DSM 18315,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",production
Parabacteroides johnsonii DSM 18315,"(S)-propane-1,2-diol",production
Parabacteroides johnsonii DSM 18315,2-Oxobutanoate,production
Parabacteroides johnsonii DSM 18315,N-acetylneuraminate,production
Parabacteroides johnsonii DSM 18315,acetate,production
Parabacteroides johnsonii DSM 18315,Adenine,production
Parabacteroides johnsonii DSM 18315,Adenosine,production
Parabacteroides johnsonii DSM 18315,Adenosylcobalamin,production
Parabacteroides johnsonii DSM 18315,L-arabinose,production
Parabacteroides johnsonii DSM 18315,L-argininium(1+),production
Parabacteroides johnsonii DSM 18315,L-asparagine,production
Parabacteroides johnsonii DSM 18315,Biotin,production
Parabacteroides johnsonii DSM 18315,cytosine,production
Parabacteroides johnsonii DSM 18315,L-cysteine,production
Parabacteroides johnsonii DSM 18315,Cytidine,production
Parabacteroides johnsonii DSM 18315,laurate,production
Parabacteroides johnsonii DSM 18315,Folate,production
Parabacteroides johnsonii DSM 18315,Formate,production
Parabacteroides johnsonii DSM 18315,D-Galacturonate,production
Parabacteroides johnsonii DSM 18315,D-glucose,production
Parabacteroides johnsonii DSM 18315,D-glucuronate,production
Parabacteroides johnsonii DSM 18315,Glycine,production
Parabacteroides johnsonii DSM 18315,Glycerol,production
Parabacteroides johnsonii DSM 18315,glycolate,production
Parabacteroides johnsonii DSM 18315,Guanine,production
Parabacteroides johnsonii DSM 18315,Hydrogen,production
Parabacteroides johnsonii DSM 18315,Hydrogen sulfide,production
Parabacteroides johnsonii DSM 18315,Hexadecanoate (n-C16:0),production
Parabacteroides johnsonii DSM 18315,Inosine,production
Parabacteroides johnsonii DSM 18315,Lactose,production
Parabacteroides johnsonii DSM 18315,L-lysinium(1+),production
Parabacteroides johnsonii DSM 18315,Maltose,production
Parabacteroides johnsonii DSM 18315,D-Mannose,production
Parabacteroides johnsonii DSM 18315,Nicotinate,production
Parabacteroides johnsonii DSM 18315,Ammonium,production
Parabacteroides johnsonii DSM 18315,octadecanoate (n-C18:0),production
Parabacteroides johnsonii DSM 18315,Ornithine,production
Parabacteroides johnsonii DSM 18315,propionate,production
Parabacteroides johnsonii DSM 18315,L-proline,production
Parabacteroides johnsonii DSM 18315,Putrescine,production
Parabacteroides johnsonii DSM 18315,Pyridoxal,production
Parabacteroides johnsonii DSM 18315,Raffinose,production
Parabacteroides johnsonii DSM 18315,L-Rhamnose,production
Parabacteroides johnsonii DSM 18315,Serine,production
Parabacteroides johnsonii DSM 18315,sulfate,production
Parabacteroides johnsonii DSM 18315,Spermidine,production
Parabacteroides johnsonii DSM 18315,Succinate,production
Parabacteroides johnsonii DSM 18315,Sucrose,production
Parabacteroides johnsonii DSM 18315,L-threonine,production
Parabacteroides johnsonii DSM 18315,Thymidine,production
Parabacteroides johnsonii DSM 18315,Trehalose,production
Parabacteroides johnsonii DSM 18315,tetradecanoate (n-C14:0),production
Parabacteroides johnsonii DSM 18315,uracil,production
Parabacteroides johnsonii DSM 18315,Urea,production
Parabacteroides johnsonii DSM 18315,Uridine,production
Parabacteroides johnsonii DSM 18315,Xanthine,production
Bifidobacterium breve HPH0326,"(S)-propane-1,2-diol",production
Bifidobacterium breve HPH0326,acetaldehyde,production
Bifidobacterium breve HPH0326,N-acetyl-D-glucosamine,production
Bifidobacterium breve HPH0326,acetate,production
Bifidobacterium breve HPH0326,L-alanine,production
Bifidobacterium breve HPH0326,D-glucose,production
Bifidobacterium breve HPH0326,Maltose,production
Bifidobacterium breve HPH0326,L-arabinose,production
Bifidobacterium breve HPH0326,L-asparagine,production
Bifidobacterium breve HPH0326,L-aspartate(1-),production
Bifidobacterium breve HPH0326,Biotin,production
Bifidobacterium breve HPH0326,L-cysteine,production
Bifidobacterium breve HPH0326,laurate,production
Bifidobacterium breve HPH0326,ethanol,production
Bifidobacterium breve HPH0326,Formate,production
Bifidobacterium breve HPH0326,D-Fructose,production
Bifidobacterium breve HPH0326,L-fucose,production
Bifidobacterium breve HPH0326,D-Galactose,production
Bifidobacterium breve HPH0326,D-Glucosamine,production
Bifidobacterium breve HPH0326,L-glutamine,production
Bifidobacterium breve HPH0326,L-glutamate(1-),production
Bifidobacterium breve HPH0326,Glycine,production
Bifidobacterium breve HPH0326,Glycerol,production
Bifidobacterium breve HPH0326,L-histidine,production
Bifidobacterium breve HPH0326,L-isoleucine,production
Bifidobacterium breve HPH0326,Lactose,production
Bifidobacterium breve HPH0326,L-leucine,production
Bifidobacterium breve HPH0326,L-lysinium(1+),production
Bifidobacterium breve HPH0326,D-Mannose,production
Bifidobacterium breve HPH0326,Melibiose,production
Bifidobacterium breve HPH0326,L-methionine,production
Bifidobacterium breve HPH0326,D-Mannitol,production
Bifidobacterium breve HPH0326,Nicotinate,production
Bifidobacterium breve HPH0326,Ammonium,production
Bifidobacterium breve HPH0326,octadecanoate (n-C18:0),production
Bifidobacterium breve HPH0326,oxalate(2-),production
Bifidobacterium breve HPH0326,Phenylalanine,production
Bifidobacterium breve HPH0326,L-proline,production
Bifidobacterium breve HPH0326,Pyridoxal,production
Bifidobacterium breve HPH0326,Raffinose,production
Bifidobacterium breve HPH0326,D-ribose,production
Bifidobacterium breve HPH0326,Riboflavin,production
Bifidobacterium breve HPH0326,Serine,production
Bifidobacterium breve HPH0326,sulfate,production
Bifidobacterium breve HPH0326,Spermidine,production
Bifidobacterium breve HPH0326,Succinate,production
Bifidobacterium breve HPH0326,Sucrose,production
Bifidobacterium breve HPH0326,Thiamin,production
Bifidobacterium breve HPH0326,L-threonine,production
Bifidobacterium breve HPH0326,Trehalose,production
Bifidobacterium breve HPH0326,L-tryptophan,production
Bifidobacterium breve HPH0326,tetradecanoate (n-C14:0),production
Bifidobacterium breve HPH0326,L-tyrosine,production
Bifidobacterium breve HPH0326,Uridine,production
Bifidobacterium breve HPH0326,L-valine,production
Bifidobacterium breve HPH0326,Xanthine,production
Fusobacterium varium ATCC 27725,acetaldehyde,production
Fusobacterium varium ATCC 27725,N-acetyl-D-glucosamine,production
Fusobacterium varium ATCC 27725,acetate,production
Fusobacterium varium ATCC 27725,Adenosylcobalamin,production
Fusobacterium varium ATCC 27725,L-alanine,production
Fusobacterium varium ATCC 27725,L-argininium(1+),production
Fusobacterium varium ATCC 27725,L-asparagine,production
Fusobacterium varium ATCC 27725,L-aspartate(1-),production
Fusobacterium varium ATCC 27725,Biotin,production
Fusobacterium varium ATCC 27725,butanol,production
Fusobacterium varium ATCC 27725,butyrate,production
Fusobacterium varium ATCC 27725,cellobiose,production
Fusobacterium varium ATCC 27725,cytosine,production
Fusobacterium varium ATCC 27725,L-cysteine,production
Fusobacterium varium ATCC 27725,ethanol,production
Fusobacterium varium ATCC 27725,Citrate,production
Fusobacterium varium ATCC 27725,Formate,production
Fusobacterium varium ATCC 27725,D-Fructose,production
Fusobacterium varium ATCC 27725,D-Galactose,production
Fusobacterium varium ATCC 27725,D-glucose,production
Fusobacterium varium ATCC 27725,L-glutamine,production
Fusobacterium varium ATCC 27725,L-glutamate(1-),production
Fusobacterium varium ATCC 27725,Glycine,production
Fusobacterium varium ATCC 27725,Glycerol,production
Fusobacterium varium ATCC 27725,Hydrogen sulfide,production
Fusobacterium varium ATCC 27725,Hexadecanoate (n-C16:0),production
Fusobacterium varium ATCC 27725,L-histidine,production
Fusobacterium varium ATCC 27725,L-isoleucine,production
Fusobacterium varium ATCC 27725,indole-3-acetate,production
Fusobacterium varium ATCC 27725,Indole,production
Fusobacterium varium ATCC 27725,L-leucine,production
Fusobacterium varium ATCC 27725,L-lysinium(1+),production
Fusobacterium varium ATCC 27725,(S)-malate(2-),production
Fusobacterium varium ATCC 27725,Maltose,production
Fusobacterium varium ATCC 27725,D-Mannose,production
Fusobacterium varium ATCC 27725,L-methionine,production
Fusobacterium varium ATCC 27725,Nicotinate,production
Fusobacterium varium ATCC 27725,Ammonium,production
Fusobacterium varium ATCC 27725,octadecanoate (n-C18:0),production
Fusobacterium varium ATCC 27725,Ornithine,production
Fusobacterium varium ATCC 27725,Phenylalanine,production
Fusobacterium varium ATCC 27725,propionate,production
Fusobacterium varium ATCC 27725,L-proline,production
Fusobacterium varium ATCC 27725,Putrescine,production
Fusobacterium varium ATCC 27725,Pyridoxal,production
Fusobacterium varium ATCC 27725,pyruvate,production
Fusobacterium varium ATCC 27725,D-ribose,production
Fusobacterium varium ATCC 27725,Serine,production
Fusobacterium varium ATCC 27725,sulfate,production
Fusobacterium varium ATCC 27725,Spermidine,production
Fusobacterium varium ATCC 27725,Succinate,production
Fusobacterium varium ATCC 27725,Thiamin,production
Fusobacterium varium ATCC 27725,L-threonine,production
Fusobacterium varium ATCC 27725,L-tryptophan,production
Fusobacterium varium ATCC 27725,tetradecanoate (n-C14:0),production
Fusobacterium varium ATCC 27725,L-tyrosine,production
Fusobacterium varium ATCC 27725,uracil,production
Fusobacterium varium ATCC 27725,Urea,production
Fusobacterium varium ATCC 27725,L-valine,production
Fusobacterium varium ATCC 27725,Xanthine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",acetaldehyde,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",N-acetyl-D-glucosamine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",acetate,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-alanine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-arabinose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-asparagine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-aspartate(1-),production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",cellobiose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Choline,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-cysteine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",ethanol,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-argininium(1+),production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Formate,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",D-Fructose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",D-Galactose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",D-glucose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-glutamine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-glutamate(1-),production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Glycine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",glycine betaine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-histidine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-isoleucine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-leucine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-lysinium(1+),production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Maltose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",D-Mannose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-methionine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Nicotinate,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Ammonium,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Ornithine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Phenylalanine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-proline,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Putrescine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Pyridoxal,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Riboflavin,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Serine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",sulfate,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Spermidine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Succinate,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Sucrose,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-threonine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Thymidine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-tryptophan,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-tyrosine,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",uracil,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",Urea,production
"Holdemania filiformis VPI J1-31B-1, DSM 12042",L-valine,production
Streptococcus sanguinis SK36,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",production
Streptococcus sanguinis SK36,2-Oxobutanoate,production
Streptococcus sanguinis SK36,acetaldehyde,production
Streptococcus sanguinis SK36,N-acetyl-D-glucosamine,production
Streptococcus sanguinis SK36,N-acetylneuraminate,production
Streptococcus sanguinis SK36,acetate,production
Streptococcus sanguinis SK36,Adenine,production
Streptococcus sanguinis SK36,Adenosylcobalamin,production
Streptococcus sanguinis SK36,L-alanine,production
Streptococcus sanguinis SK36,L-arabinose,production
Streptococcus sanguinis SK36,L-argininium(1+),production
Streptococcus sanguinis SK36,L-asparagine,production
Streptococcus sanguinis SK36,L-aspartate(1-),production
Streptococcus sanguinis SK36,Biotin,production
Streptococcus sanguinis SK36,cellobiose,production
Streptococcus sanguinis SK36,cytosine,production
Streptococcus sanguinis SK36,L-cysteine,production
Streptococcus sanguinis SK36,Cytidine,production
Streptococcus sanguinis SK36,ethanol,production
Streptococcus sanguinis SK36,Adenosine,production
Streptococcus sanguinis SK36,Folate,production
Streptococcus sanguinis SK36,Formate,production
Streptococcus sanguinis SK36,D-Fructose,production
Streptococcus sanguinis SK36,D-Galactose,production
Streptococcus sanguinis SK36,D-Glucosamine,production
Streptococcus sanguinis SK36,D-glucose,production
Streptococcus sanguinis SK36,L-glutamine,production
Streptococcus sanguinis SK36,L-glutamate(1-),production
Streptococcus sanguinis SK36,Glycine,production
Streptococcus sanguinis SK36,Glycerol,production
Streptococcus sanguinis SK36,glycolate,production
Streptococcus sanguinis SK36,Guanine,production
Streptococcus sanguinis SK36,L-histidine,production
Streptococcus sanguinis SK36,L-isoleucine,production
Streptococcus sanguinis SK36,Inosine,production
Streptococcus sanguinis SK36,Lactose,production
Streptococcus sanguinis SK36,L-leucine,production
Streptococcus sanguinis SK36,L-lysinium(1+),production
Streptococcus sanguinis SK36,Maltose,production
Streptococcus sanguinis SK36,D-Mannose,production
Streptococcus sanguinis SK36,L-methionine,production
Streptococcus sanguinis SK36,D-Mannitol,production
Streptococcus sanguinis SK36,Menaquinone 8,production
Streptococcus sanguinis SK36,Nicotinate,production
Streptococcus sanguinis SK36,Ammonium,production
Streptococcus sanguinis SK36,octadecanoate (n-C18:0),production
Streptococcus sanguinis SK36,Ornithine,production
Streptococcus sanguinis SK36,Phenylalanine,production
Streptococcus sanguinis SK36,propionate,production
Streptococcus sanguinis SK36,L-proline,production
Streptococcus sanguinis SK36,Putrescine,production
Streptococcus sanguinis SK36,Pyridoxal,production
Streptococcus sanguinis SK36,Riboflavin,production
Streptococcus sanguinis SK36,Serine,production
Streptococcus sanguinis SK36,sulfate,production
Streptococcus sanguinis SK36,Spermidine,production
Streptococcus sanguinis SK36,Succinate,production
Streptococcus sanguinis SK36,Sucrose,production
Streptococcus sanguinis SK36,Thiamin,production
Streptococcus sanguinis SK36,L-threonine,production
Streptococcus sanguinis SK36,Thymidine,production
Streptococcus sanguinis SK36,Trehalose,production
Streptococcus sanguinis SK36,L-tyrosine,production
Streptococcus sanguinis SK36,uracil,production
Streptococcus sanguinis SK36,Uridine,production
Streptococcus sanguinis SK36,L-valine,production
Clostridium scindens ATCC 35704,acetaldehyde,production
Clostridium scindens ATCC 35704,acetate,production
Clostridium scindens ATCC 35704,L-alanine,production
Clostridium scindens ATCC 35704,L-arabinose,production
Clostridium scindens ATCC 35704,L-asparagine,production
Clostridium scindens ATCC 35704,L-aspartate(1-),production
Clostridium scindens ATCC 35704,Biotin,production
Clostridium scindens ATCC 35704,L-cysteine,production
Clostridium scindens ATCC 35704,ethanol,production
Clostridium scindens ATCC 35704,Formate,production
Clostridium scindens ATCC 35704,D-Fructose,production
Clostridium scindens ATCC 35704,D-Galactose,production
Clostridium scindens ATCC 35704,D-glucose,production
Clostridium scindens ATCC 35704,L-glutamine,production
Clostridium scindens ATCC 35704,L-glutamate(1-),production
Clostridium scindens ATCC 35704,Glycine,production
Clostridium scindens ATCC 35704,glycine betaine,production
Clostridium scindens ATCC 35704,L-histidine,production
Clostridium scindens ATCC 35704,L-isoleucine,production
Clostridium scindens ATCC 35704,Lactose,production
Clostridium scindens ATCC 35704,L-leucine,production
Clostridium scindens ATCC 35704,L-lysinium(1+),production
Clostridium scindens ATCC 35704,Maltose,production
Clostridium scindens ATCC 35704,D-Mannose,production
Clostridium scindens ATCC 35704,L-methionine,production
Clostridium scindens ATCC 35704,Nicotinate,production
Clostridium scindens ATCC 35704,Ammonium,production
Clostridium scindens ATCC 35704,Phenylalanine,production
Clostridium scindens ATCC 35704,L-proline,production
Clostridium scindens ATCC 35704,Putrescine,production
Clostridium scindens ATCC 35704,Pyridoxal,production
Clostridium scindens ATCC 35704,pyruvate,production
Clostridium scindens ATCC 35704,D-ribose,production
Clostridium scindens ATCC 35704,Riboflavin,production
Clostridium scindens ATCC 35704,Serine,production
Clostridium scindens ATCC 35704,sulfate,production
Clostridium scindens ATCC 35704,Spermidine,production
Clostridium scindens ATCC 35704,Succinate,production
Clostridium scindens ATCC 35704,L-threonine,production
Clostridium scindens ATCC 35704,trimethylamine,production
Clostridium scindens ATCC 35704,L-tryptophan,production
Clostridium scindens ATCC 35704,L-tyrosine,production
Clostridium scindens ATCC 35704,uracil,production
